video_code,title,description,primary_trigger_code,primary_therapy_area,is_published,video_search_keywords
VID_DRG_ORS_MISTAKE_01,ORS & zinc: common mistakes to avoid,"Highlights frequent errors like using too little or too much water, adding sugar or milk, and not giving small frequent sips.",DRG_ORS_ZINC_GENERIC,Stomach & digestion,False,ORS mistakes|wrong water amount|adding sugar|big gulps vs small sips|discard after 24 hours|zinc duration
VID_DRG_STEROID_01,Short course steroid tablets: why the doctor prescribed them,"Explains common reasons for short steroid courses (wheezing, allergic reactions, nephrotic), expected benefits and why they are not habit-forming when used correctly.",DRG_ORAL_STEROIDS_SHORT,Chronic conditions,False,steroid tablets|short course|asthma attack|allergic reaction|nephrotic syndrome|not habit forming
VID_DRG_STEROID_02,Steroid tablets: side effects and why tapering matters,"Covers common side effects like mood change and appetite, why tapering schedule must not be changed at home and when to call the doctor.",DRG_ORAL_STEROIDS_SHORT,Chronic conditions,False,steroid side effects|mood changes|appetite increase|tapering|do not stop suddenly|infection risk
VID_DRG_TOPCREAM_01,Steroid & antifungal skin creams: how and where to apply,"Shows fingertip unit amount, thin layer application and using only on areas and for duration advised by the doctor.",DRG_TOPICAL_STEROID_CREAM,Skin & allergy,False,steroid cream amount|finger tip unit|thin layer|limited area|limited days
VID_DRG_TOPCREAM_02,Combination skin creams: why self-use can be harmful,Explains how strong steroid combinations can worsen fungal infections and why pharmacy advice is not a substitute for doctor review.,DRG_TOPICAL_STEROID_CREAM,Skin & allergy,False,combination cream misuse|ringworm worsening|fairness creams with steroid|chemist advice risk
VID_DRG_VITD_01,Vitamin D & calcium: correct use in children,"Explains why supplements are given, correct dose and duration and why more is not always better.",DRG_VITD_CALCIUM_MULTI,"Feeding, nutrition & growth",False,vitamin D dose|calcium syrup|bone health|rickets prevention|course duration
VID_DRG_VITD_02,Multivitamin tonics: what they can and cannot do,"Clarifies that tonics are not magic for poor appetite or growth, and the importance of real food and routine.",DRG_VITD_CALCIUM_MULTI,"Feeding, nutrition & growth",False,multivitamin syrup|health tonic|appetite stimulant myth|over the counter vitamins|real food vs tonic
VID_PV_BF_01,Exclusive breastfeeding for 6 months: what it really means,"Explains that babies need only breast milk for 6 months, no water or other feeds, and common myths around 'weak milk'.",PV_NUTR_BF_EXCL,"Feeding, nutrition & growth",False,exclusive breastfeeding|no water|no honey|colostrum|weak milk myth|only breast milk 6 months
VID_PV_BF_02,"Breastfeeding basics: positioning, latch and family support","Shows good latch and positioning, burping and how family members can support the mother instead of pushing top feeds.",PV_NUTR_BF_EXCL,"Feeding, nutrition & growth",False,breastfeeding technique|latch|position|burping|family support|top feed pressure
VID_PV_CF_01,Starting solids at 6 months: what to start with,"Covers first foods, textures, meal frequency and continuing breastfeeding alongside solids.",PV_NUTR_COMPLEMENTARY,"Feeding, nutrition & growth",False,starting solids|weaning|semi solid|khichdi|mashed fruit|3 meals a day|continue breastfeeding
VID_PV_CF_02,Safe feeding: texture progression and preventing choking,Explains how to move from mashed to soft lumps and finger foods and how to avoid common choking risks.,PV_NUTR_COMPLEMENTARY,"Feeding, nutrition & growth",False,texture progression|finger foods|choking risk|seeds and nuts|food size and shape
VID_PV_GROWTH_WELL_01,Growth chart for healthy children: how to read it,Explains percentiles and curves in simple language and why gradual tracking is more important than one weight.,PV_GROWTH_WELLCHILD,"Feeding, nutrition & growth",False,growth chart|percentiles|underweight|overweight|short child|tall child|steady growth
VID_PV_IRON_DIET_01,Iron-rich everyday foods for children,Demonstrates common Indian foods rich in iron and vitamin C that can be added to daily meals.,PV_NUTR_IRON_DIET,"Feeding, nutrition & growth",False,iron rich foods|palak|methi|ragi|jaggery|rajma|chana|eggs|meat|vitamin C for iron absorption
VID_PV_MENTAL_01,Exam stress and mood: talking to your teen,"Encourages open conversations about stress, sleep, appetite and mood and when to seek help.",PV_DEV_MENTAL_WELLBEING,Teen & adolescent health,False,exam stress|anxiety|low mood|irritability|talk to teen|counselling|when to seek help
VID_PV_PICKY_01,Picky eating: simple mealtime rules that work,"Talks about set meal times, family meals, no short-order cooking and not forcing 'just one more bite'.",PV_NUTR_PICKY,"Feeding, nutrition & growth",False,picky eater|fussy eater|mealtime rules|no force feeding|family meals|no cooking multiple dishes
VID_PV_PICKY_02,Picky eating: removing screens and reducing pressure,Shows why screens during meals and pressure/anger backfire and how to make mealtimes calmer.,PV_NUTR_PICKY,"Feeding, nutrition & growth",False,screen while eating|running after child|pressure to eat|calm mealtime|positive reinforcement
VID_PV_PUBERTY_01,Puberty: body changes for boys and girls,"Explains normal physical changes, different timing for different children and basic hygiene.",PV_DEV_PUBERTY,Teen & adolescent health,False,puberty changes|breast development|voice change|hair growth|height spurt|body odour|hygiene
VID_PV_PUBERTY_02,Periods and menstrual hygiene for teens,"Explains periods in simple language, using pads, managing pain and common myths.",PV_DEV_PUBERTY,Teen & adolescent health,False,menstruation|periods|sanitary pad|menstrual hygiene|period myths|school during periods
VID_PV_SCREENTIME_01,"Screen time rules by age – babies, toddlers and school children",Gives age-wise maximum screen time guidelines and when screens should be kept out completely.,PV_DEV_SCREEN,Child development & behaviour,False,screen time guidelines|no screen under 2|limited screen|co-viewing|digital hygiene
VID_PV_SCREENTIME_02,Practical tips to reduce screen time at home,"Suggests simple changes like screen-free meals, charging phones outside bedroom and planning offline activities.",PV_DEV_SCREEN,Child development & behaviour,False,reduce screen time|screen free meals|charging outside bedroom|offline play|family rules
VID_PV_SLEEP_01,How much sleep does my child need?,Explains age-wise sleep needs and why consistent bedtimes help behaviour and learning.,PV_DEV_SLEEP,Child development & behaviour,False,sleep requirements|bedtime|nap|school child sleep|teen sleep|overtired child
VID_PV_SLEEP_02,Bedtime routine: small steps for better sleep,"Shows a simple pre-bed routine, cutting screens before bed and creating a calm sleep environment.",PV_DEV_SLEEP,Child development & behaviour,False,bedtime routine|no screens before bed|reading|winding down|bedroom environment
VID_PV_TOILET_01,Toilet training: signs of readiness and starting gently,Explains signs that a child is ready and how to introduce the potty or toilet seat without fear.,PV_DEV_TOILET,Child development & behaviour,False,potty readiness|interest in toilet|stays dry longer|gentle toilet training|no punishment
VID_PV_TOILET_02,Toilet training: handling accidents and night-time dryness,"Covers normal accidents, avoiding shaming and realistic expectations about bedwetting.",PV_DEV_TOILET,Child development & behaviour,False,toilet accidents|do not shame|bedwetting|night dryness|plastic sheet|reward chart
VID_PV_VACC_12_18_01,"12–18 month vaccines: boosters, PCV, chickenpox and hepatitis A","Explains the purpose of booster doses and new protection against pneumonia, chickenpox and hepatitis A.",PV_VACC_12_18,Vaccines & injections,False,PCV booster|pneumococcal booster|chickenpox vaccine|varicella|hepatitis A|DTP booster 18 months
VID_PV_VACC_6_10_14_01,6–10–14 week vaccines: your baby's early protection package,Explains the main diseases covered at these visits and why several injections and drops are given together.,PV_VACC_6_10_14,Vaccines & injections,False,6 week vaccine|10 week vaccine|14 week vaccine|DTP|pentavalent|hexavalent|polio injection|Hib|PCV|rotavirus
VID_PV_VACC_9_12_01,9–12 month vaccines: measles / MMR and typhoid,"Explains MMR and typhoid vaccines, how they protect against serious infections and why these ages are important.",PV_VACC_9_12,Vaccines & injections,False,9 month MMR|12 month MMR|measles protection|rubella in pregnancy|mumps|typhoid conjugate vaccine
VID_PV_VACC_BIRTH_01,"Your newborn's first vaccines: BCG, hepatitis B and polio","Explains which vaccines are given at birth, what diseases they prevent and why they are given so early.",PV_VACC_BIRTH,Vaccines & injections,False,birth vaccines|BCG|hepatitis B birth dose|polio drops|hospital vaccine|first injections
VID_PV_VACC_BIRTH_02,After birth vaccines: what parents can expect,"Covers small lump after BCG, mild fever or soreness, how to comfort baby and when to call the doctor.",PV_VACC_BIRTH,Vaccines & injections,False,BCG scar|lump at injection site|mild fever after birth vaccine|breastfeeding for comfort|when to worry after vaccine
VID_PV_VACC_CARD_01,How to read and use your child's vaccination card,"Explains columns, abbreviations and how to find the next due date on the card.",PV_VACC_CATCHUP,Vaccines & injections,False,vaccination card|immunisation card|abbreviations BCG DPT PCV|next due date|lost card
VID_PV_VACC_CATCHUP_01,Catch-up vaccination: fixing missed or delayed doses,Shows how missed vaccines can be given later without restarting the whole schedule and why it is better late than never.,PV_VACC_CATCHUP,Vaccines & injections,False,catch-up schedule|missed vaccines|delayed doses|do not restart series|fill vaccine gaps
VID_PV_VACC_DAYCARE_01,Pain and fever after vaccines: home care,"Shows how to comfort the child, use paracetamol safely, manage swelling and when fever after vaccines is normal or worrying.",PV_VACC_6_10_14,Vaccines & injections,False,vaccine fever|pain at injection site|swelling|paracetamol after vaccine|cold sponging|when to call doctor
VID_PV_VACC_MILDILL_01,Can we vaccinate when my child has a cold or low-grade fever?,Explains when mild illness is not a reason to postpone vaccines and which situations really call for delaying.,PV_VACC_MILD_ILL,Vaccines & injections,False,vaccine with cold|runny nose|mild fever|safe to vaccinate|when to postpone|doctor decision
VID_PV_VACC_MYTHS_01,Vaccine myths from social media and family – simple facts,"Busts common myths about infertility, too many vaccines, immunity overload and 'new vaccines not tested'.",PV_VACC_MYTHS,Vaccines & injections,False,vaccine myths|infertility rumour|too many vaccines|overload immunity|new vaccine fear|WhatsApp forwards
VID_PV_VACC_SCHOOL_01,School entry boosters: protection for 4–6 year olds,Describes booster shots needed before school entry and why topping up protection is important in crowded classrooms.,PV_VACC_SCHOOL_ENTRY,Vaccines & injections,False,school entry vaccination|4 year booster|5 year booster|DTP|polio booster|MMR second dose
VID_PV_VACC_TEEN_01,Teen vaccines: HPV and tetanus / diphtheria boosters,"Explains HPV vaccine for girls and boys, Tdap/Td boosters and when they are usually given.",PV_VACC_TEEN,Vaccines & injections,False,teen vaccines|HPV|cervical cancer|Tdap booster|Td booster|age 10 years|adolescent clinic
VID_SM_COUGH_CHRONIC_MONITOR_01,Chronic cough: how to keep a simple cough diary,"Teaches parents to record timing, triggers, severity and associated symptoms of a cough lasting more than three weeks.",SM_COUGH_CHRONIC_MONITOR,Breathing & chest problems,False,chronic cough|cough diary|night cough|exercise cough|triggers|how to record
VID_SM_COUGH_CHRONIC_MONITOR_02,Chronic cough: when it may be serious and tests are needed,Explains red-flag features of long cough and outlines possible tests like chest X-ray or TB screening as advised.,SM_COUGH_CHRONIC_MONITOR,Breathing & chest problems,False,chronic cough red flags|weight loss|blood in sputum|breathlessness|chest x ray|TB test
VID_SM_EVENTS_SUSPECT_SEIZURE_01,Strange episodes: how to record events on your phone,Teaches parents to safely record suspicious spells on video and note what was happening before and after.,SM_EVENTS_SUSPECT_SEIZURE,Chronic conditions,False,suspected seizure video|episode recording|staring spells|jerks|event diary|neurologist
VID_SM_FEVER_NO_FOCUS_WATCH_01,Fever without clear focus: why we wait and watch,"Explains why many early fevers in children are viral, why the doctor has asked to wait 24–48 hours and what to monitor at home.",SM_FEVER_NO_FOCUS_WATCH,Fever & common infections,False,fever no focus|early fever|viral vs bacterial|watchful waiting|no tests yet|home observation
VID_SM_FEVER_PERSIST_NO_FOCUS_01,Persistent fever 3–5 days: when tests are needed,"Explains why tests are planned when fever continues, which tests may be ordered and why they are done step by step.",SM_FEVER_PERSIST_NO_FOCUS,Fever & common infections,False,fever not settling|fever 3 days|tests for fever|CBC|CRP|malaria test|typhoid test|stepwise tests
VID_SM_HEADACHE_RECUR_DIARY_01,Headache diary for children and teens,"Shows how to record timing, triggers, sleep, screen time and food around headache episodes.",SM_HEADACHE_RECUR_DIARY,Child development & behaviour,False,headache diary|migraine pattern|screen time|sleep issues|trigger record
VID_SM_HEADACHE_RECUR_DIARY_02,Headaches: when to worry and get urgent tests,"Explains red flags like early morning headache, vomiting, visual changes or fits that need urgent evaluation.",SM_HEADACHE_RECUR_DIARY,Child development & behaviour,False,headache red flags|morning headache|vomiting with headache|blurred vision|fits with headache
VID_SM_NEWBORN_JAUNDICE_BORDERLINE_01,Borderline newborn jaundice: home monitoring and follow-up tests,"Explains how to check baby’s colour in daylight, feeding advice and when repeat bilirubin tests are needed.",SM_NEWBORN_JAUNDICE_BORDERLINE,Newborn & infant care,False,borderline jaundice|physiologic jaundice|check in daylight|feeding often|repeat bilirubin|follow-up visit
VID_SM_OVERWEIGHT_OBESITY_RISK_01,Overweight child: lifestyle and screen / food diary,"Shows how to record junk food, sugary drinks, screen time and physical activity across the week.",SM_OVERWEIGHT_OBESITY_RISK,"Feeding, nutrition & growth",False,overweight diary|junk food record|screen time record|activity record|BMI risk
VID_SM_OVERWEIGHT_OBESITY_RISK_02,Overweight child: small changes to start with,"Suggests a few realistic first steps like cutting sugary drinks, adding short walks and reducing late-night screens.",SM_OVERWEIGHT_OBESITY_RISK,"Feeding, nutrition & growth",False,obesity prevention|small lifestyle changes|no soft drinks|evening play|less late screen
VID_SM_POOR_WEIGHT_GAIN_MON_01,Poor weight gain: keeping a simple diet and growth diary,Teaches parents to record what the child actually eats and track weight on a growth chart between visits.,SM_POOR_WEIGHT_GAIN_MON,"Feeding, nutrition & growth",False,poor weight gain|diet diary|food record|growth chart|underweight child
VID_SM_POOR_WEIGHT_GAIN_MON_02,Poor weight gain: when it may need more tests,Explains when poor growth may be due to illness and why the doctor may order blood or stool tests.,SM_POOR_WEIGHT_GAIN_MON,"Feeding, nutrition & growth",False,poor growth red flags|height not increasing|illness work-up|blood test|stool test
VID_SM_REC_ABD_PAIN_DIARY_01,Recurrent stomach pain: using a pain and stool diary,"Shows parents how to record pain timing, relation to school, stool pattern and diet to help find common causes.",SM_REC_ABD_PAIN_DIARY,Stomach & digestion,False,recurrent abdominal pain diary|school time pain|stool record|diet link|stress link
VID_SM_REC_ABD_PAIN_DIARY_02,Recurrent stomach pain: what are the danger signs,"Explains red flags like persistent vomiting, weight loss or blood in stools that need earlier investigation.",SM_REC_ABD_PAIN_DIARY,Stomach & digestion,False,abdominal pain red flags|weight loss|vomiting|blood in stool|night pain|urgent tests
VID_SM_SUSPECT_ALLERGIC_RHINITIS_TRIAL_01,Suspected allergic nose: nasal spray trial and trigger control,"Explains allergic nose symptoms, how to use nasal spray properly and simple trigger control at home.",SM_SUSPECT_ALLERGIC_RHINITIS_TRIAL,Breathing & chest problems,False,allergic rhinitis trial|nasal steroid spray|sneezing child|dust allergy|pillow and bedding care
VID_SM_SUSPECT_ASTHMA_TRIAL_THERAPY_01,Suspected asthma: inhaler trial and symptom chart,"Explains why the doctor advised an inhaler trial, how long to use it and how to fill a simple symptom and night cough chart.",SM_SUSPECT_ASTHMA_TRIAL_THERAPY,Breathing & chest problems,False,suspected asthma|trial inhaler|4 week trial|symptom chart|night cough|exercise cough
VID_SM_SUSPECT_AUTISM_SPEECH_DELAY_01,Speech and social development: early signs to watch,"Explains simple signs to watch in daily play like eye contact, response to name and sharing interest.",SM_SUSPECT_AUTISM_SPEECH_DELAY,Child development & behaviour,False,speech delay|autism early signs|no eye contact|responds to name|social smile
VID_SM_SUSPECT_AUTISM_SPEECH_DELAY_02,If you are worried about speech or social delay: what to do next,"Suggests limiting screens, encouraging interaction and when to seek developmental assessment or therapy.",SM_SUSPECT_AUTISM_SPEECH_DELAY,Child development & behaviour,False,speech delay what to do|less screen more talk|development assessment|speech therapy|early intervention
VID_SM_SUSPECT_BEHAV_ADHD_SCHOOL_01,Behaviour and school performance: what to observe at home,"Explains how to notice patterns of inattention, hyperactivity or mood at home without blame.",SM_SUSPECT_BEHAV_ADHD_SCHOOL,Child development & behaviour,False,behaviour observation|hyperactivity|cannot sit still|daydreaming|anger outbursts|home record
VID_SM_SUSPECT_BEHAV_ADHD_SCHOOL_02,Working with school: teacher reports and rating forms,"Shows how to share concerns with school, collect teacher feedback and fill rating scales for the doctor.",SM_SUSPECT_BEHAV_ADHD_SCHOOL,Child development & behaviour,False,school report|teacher feedback|ADHD rating scale|learning problems|school meeting
VID_SM_SUSPECT_DENGUE_EARLY_01,Suspected dengue: monitoring at home until tests clarify,"Describes early dengue-like illness, timing of tests like NS1 and how to monitor fever, intake and warning signs at home.",SM_SUSPECT_DENGUE_EARLY,Fever & common infections,False,suspected dengue|early dengue|NS1 timing|fever chart|fluids at home|warning signs dengue
VID_SM_SUSPECT_FOOD_ALLERGY_ELIM_01,Elimination diet for suspected food allergy – how to do it safely,"Guides parents on removing one suspected food at a time, keeping a diary and avoiding very restrictive diets.",SM_SUSPECT_FOOD_ALLERGY_ELIM,Skin & allergy,False,elimination diet|suspected food allergy|food diary|single food removal|safe trial
VID_SM_SUSPECT_FOOD_ALLERGY_ELIM_02,Food allergy: when to seek specialist testing,"Explains when persistent or severe reactions mean it is time for formal allergy tests, not repeated home trials.",SM_SUSPECT_FOOD_ALLERGY_ELIM,Skin & allergy,False,food allergy tests|when to test|skin prick|blood tests|repeated reactions
VID_SM_SUSPECT_REFLUX_INFANT_01,Suspected reflux in babies: feeding and positioning trial,"Shows practical steps like smaller frequent feeds, burping and upright holding to test if symptoms improve.",SM_SUSPECT_REFLUX_INFANT,Stomach & digestion,False,suspected reflux baby|spitting up|small frequent feeds|upright position|burping
VID_SM_SUSPECT_TYPHOID_PROLONGED_FEVER_01,Prolonged fever: suspecting typhoid and preparing for tests,"Explains why typhoid is suspected, hygiene and diet while waiting for test results and when to return urgently.",SM_SUSPECT_TYPHOID_PROLONGED_FEVER,Fever & common infections,False,suspected typhoid|prolonged fever|Widal|blood culture|safe water|street food|follow-up
VID_PV_CRADLE_CAP_INFANT_01,Cradle cap: what it is and gentle care,Explains cradle cap and gentle scalp care at home.,PV_CRADLE_CAP_INFANT,Skin & allergy,False,cradle cap care|gentle shampoo|soft brush|baby scalp flakes
VID_PV_CRADLE_CAP_INFANT_02,Cradle cap: when to worry and see a doctor,"Red flags, infection signs, and when to seek medical review.",PV_CRADLE_CAP_INFANT,Skin & allergy,False,cradle cap warning signs|infection|oozing|fever|doctor visit
VID_SM_SUSPECT_LACTOSE_INTOL_TRIAL_01,Suspected lactose intolerance: what to change now,"Short trial steps for suspected lactose intolerance after diarrhea, and safe feeding tips.",SM_SUSPECT_LACTOSE_INTOL_TRIAL,Stomach & digestion,False,lactose intolerance trial|lactose free|milk diarrhea|bloating gas
VID_SM_SUSPECT_LACTOSE_INTOL_TRIAL_02,Lactose intolerance: when to return and what to watch,"Warning signs (dehydration, blood in stool, poor weight gain) and review plan.",SM_SUSPECT_LACTOSE_INTOL_TRIAL,Stomach & digestion,False,lactose intolerance red flags|dehydration|blood in stool|weight loss
VID_PV_PRETERM_HOMECARE_01,"Preterm baby at home: feeding, warmth and routine",Daily home care for preterm/LBW babies after discharge.,PV_PRETERM_HOMECARE,Newborn & infant care,False,preterm home care|nicu discharge|kangaroo care|feeding schedule|warmth
VID_PV_PRETERM_HOMECARE_02,Preterm baby: danger signs and when to go urgently,"Urgent warning signs for preterm babies: breathing pauses, poor feeding, temperature problems, infection signs.",PV_PRETERM_HOMECARE,Newborn & infant care,False,preterm danger signs|apnea|poor feeding|hypothermia|fever
VID_PV_DEV_SPEECH_LANGUAGE_01,Speech & language milestones: what to expect,Age-appropriate speech and language milestones and variability.,PV_DEV_SPEECH_LANGUAGE,Child development & behaviour,False,speech milestones|language milestones|toddler talking|normal development
VID_PV_DEV_SPEECH_LANGUAGE_02,Speech delay: home activities and when to seek help,Practical home activities and red flags that need developmental review/early intervention.,PV_DEV_SPEECH_LANGUAGE,Child development & behaviour,False,speech delay red flags|early intervention|hearing check|autism screening
VID_PV_VACC_FLU_01,Flu vaccine for children: benefits and timing,"Why annual flu vaccination matters, who should consider it, and timing before flu season.",PV_VACC_FLU,Vaccines & injections,False,influenza vaccine children|flu shot benefits|annual vaccination|timing
VID_PV_VACC_FLU_02,Flu vaccine: common questions and side effects,"Answers common parent questions: safety, side effects, and what to do after vaccination.",PV_VACC_FLU,Vaccines & injections,False,flu vaccine side effects|fever after vaccine|soreness|safety
VID_AD_ANIMAL_BITE_RABIES_01,Dog or cat bite: first aid you must do now,Immediate wound washing and do-now steps after animal bite/scratch.,AD_ANIMAL_BITE_RABIES,Safety & first aid,False,animal bite first aid|wash wound 15 minutes|soap water|dog bite
VID_AD_ANIMAL_BITE_RABIES_02,Rabies prevention after bite: vaccines and danger signs,"Explains rabies vaccine plan at a high level and urgent signs (deep wounds, face bites, infection signs) needing urgent care.",AD_ANIMAL_BITE_RABIES,Safety & first aid,False,rabies vaccine schedule|rabies immunoglobulin|bite danger signs|infection
VID_SM_AIR_POLLUTION_RESP_01,Air pollution and kids: reducing exposure,"Practical steps to reduce pollution exposure (indoors, activity timing) for children.",SM_AIR_POLLUTION_RESP,Breathing & chest problems,False,air pollution kids|aqi|pm2.5|indoor air|mask|activity timing
VID_SM_AIR_POLLUTION_RESP_02,Pollution days: cough/wheeze warning signs,"When cough, wheeze, or breathlessness needs medical review during high AQI days.",SM_AIR_POLLUTION_RESP,Breathing & chest problems,False,pollution cough wheeze|breathing distress|asthma flare|urgent signs
VID_DRG_POST_VIRAL_RECOVERY_01,"After COVID, Regain Strength","Post-COVID child – fatigue, recurrent minor infections – micronutrient & zinc supplementation counselling: how to take the course, realistic expectations and red flags.",DRG_POST_VIRAL_RECOVERY_SUPP,Fever & common infections,False,after covid|post covid|post viral|fatigue|tired|recurrent infections|zinc|micronutrient|multinutrient|poor appetite|recovery
VID_DRG_FIRST_1000_DAYS_MICRO_01,"Strong Start in 1,000 Days","Infant/Toddler – growth or feeding concerns – first-1000-days micronutrient drops/syrup counselling: how to give, what to expect, and food-first tips.",DRG_FIRST_1000_DAYS_MICRO,"Feeding, nutrition & growth",False,1000 days|micronutrient drops|vitamin drops|mineral syrup|infant|toddler|growth|feeding|poor weight gain|complementary feeding
VID_DRG_PRETERM_LBW_IMMUNE_SUPPORT_01,Protecting Your Newborn’s Immunity,"Newborn / preterm / LBW – zinc or multinutrient drops for immune support & vaccine responsiveness: how to give, adherence and safety.",DRG_PRETERM_LBW_IMMUNE_SUPPORT,Newborn & infant care,False,newborn immunity|preterm|LBW|zinc drops|multinutrient drops|vaccine response|immune support
VID_DRG_PRETERM_LBW_IMMUNE_SUPPORT_02,Steps to Prevent Chest Infections,"Preterm/LBW / recurrent LRTI infant – long-term zinc–multinutrient prophylaxis & home prevention counselling: daily routine, triggers, and warning signs.",DRG_PRETERM_LBW_IMMUNE_SUPPORT,Newborn & infant care,False,prevent chest infections|recurrent LRTI|preterm|LBW|zinc prophylaxis|multinutrient|home prevention|NICU baby
VID_DRG_ZINC_MULTIMINERAL_SUPPORT_01,Help Your Child Heal Faster,"Poor wound healing / frequent fractures / dermatoses – copper–selenium–zinc multinutrient supplementation counselling: how to take, what else helps, and when to re-check.",DRG_ZINC_MULTIMINERAL_SUPPORT,"Feeding, nutrition & growth",False,wound healing|fractures|skin problems|zinc|copper|selenium|multimineral|multinutrient|nutrition gaps
VID_DRG_ZINC_MULTIMINERAL_SUPPORT_02,Why Food Has No Taste?,"Picky eater / ageusia / low appetite – zinc supplement for taste & appetite improvement: how to give, timelines and food-first tips.",DRG_ZINC_MULTIMINERAL_SUPPORT,"Feeding, nutrition & growth",False,no taste|ageusia|picky eater|low appetite|underweight|zinc syrup|taste improvement|appetite
VID_DRG_TEEN_STRESS_MICRONUTRIENT_01,When Exams Kill Appetite,"Adolescent – academic stress with reduced intake – micronutrient (including zinc) supplement & lifestyle counselling: sleep, meals, screen breaks and red flags.",DRG_TEEN_STRESS_MICRONUTRIENT,Teen & adolescent health,False,exam stress|teen|poor appetite|fatigue|micronutrient|zinc|multinutrient|sleep|burnout|frequent infections
VID_DRG_ORS_ADVANCED_01,Right Drinks During Diarrhoea,"Acute diarrhoea – taurine/zinc-fortified ORS or advanced ORS – preparation, dosing & adherence counselling and what drinks to avoid.",DRG_ORS_ZINC_GENERIC,Stomach & digestion,False,diarrhoea|diarrhea|ORS|advanced ORS|fortified ORS|zinc ORS|taurine ORS|vomiting|mixing|dose|small sips|avoid soft drinks|sports drinks
VID_DRG_HYDRATION_SICK_CHILD_01,Safe Fluids When Fever Strikes,"Febrile child – hyponatraemia risk – home hydration, ORS use & seizure prevention counselling: what to give and what to avoid.",DRG_HYDRATION_SICK_CHILD,Fever & common infections,False,fever|hydration|ORS|hyponatremia|low sodium|too much water|febrile seizures|safe drinks|home fluids
VID_DRG_HYDRATION_SICK_CHILD_02,Sports Drinks in Fever?,Hydration counselling – differentiating sports drink use in exercise vs febrile/illness states in children; choosing ORS or simple home fluids instead.,DRG_HYDRATION_SICK_CHILD,Fever & common infections,False,sports drinks|energy drinks|fever|sick child|diarrhea|vomiting|ORS|electrolyte drink|exercise vs illness|hydration advice
